name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-10049,NO,1,0,0,0,0,0,0
GENE-10050,NO,1,0,0,0,1,0,0
GENE-10051,NO,1,0,0,0,0,0,0
GENE-10052,NO,1,0,0,0,0,0,0
GENE-10053,NO,1,0,2,0,2,1,0
GENE-10054,NO,1,0,0,0,0,0,0
GENE-10055,NO,1,0,0,0,0,0,0
GENE-10056,NO,1,227,171,163,203,215,111
GENE-10057,NO,1,0,0,0,0,0,0
GENE-10058,NO,1,13,11,12,15,24,13
GENE-10059,NO,1,0,0,0,0,0,0
GENE-10060,NO,1,0,0,0,0,0,0
GENE-10061,NO,1,0,0,0,0,0,0
GENE-10062,NO,1,0,0,0,0,0,0
GENE-10063,NO,1,0,0,0,0,0,0
GENE-10064,NO,1,3,6,6,6,10,9
GENE-10065,NO,1,774,680,1021,993,801,592
GENE-10066,NO,1,0,0,0,0,0,0
GENE-10067,NO,1,3,6,5,6,4,4
GENE-10068,NO,1,2102,1402,1872,2049,1876,1968
GENE-10069,NO,1,1,0,0,0,0,0
GENE-10070,NO,1,0,0,0,0,0,0
GENE-10071,NO,1,16,9,9,6,3,6
GENE-10073,NO,1,0,0,0,0,0,0
GENE-10074,NO,1,0,0,0,0,0,0
GENE-10075,NO,1,0,0,0,0,0,0
GENE-10076,NO,1,0,0,0,0,0,0
GENE-10077,NO,1,0,0,0,0,0,0
GENE-10078,YES,1,0,0,0,0,0,0
GENE-10079,NO,1,0,0,0,0,0,0
GENE-10080,NO,1,0,0,0,0,0,0
GENE-10081,NO,1,0,0,0,0,0,0
GENE-10082,NO,1,0,0,0,0,0,0
GENE-10083,NO,1,0,0,0,0,0,0
GENE-10084,YES,1,0,0,0,0,0,0
GENE-10085,NO,1,5,6,7,4,8,4
GENE-10086,NO,1,0,0,0,0,0,0
GENE-10087,NO,1,121,126,154,165,98,120
GENE-10088,NO,1,58,62,59,61,42,55
GENE-10089,NO,1,0,0,0,0,0,0
GENE-10090,NO,1,0,0,0,0,0,0
GENE-10091,NO,1,0,0,0,0,0,0
GENE-10092,NO,1,0,0,0,0,0,0
GENE-10093,NO,1,0,0,0,0,0,0
GENE-10094,NO,1,0,0,0,0,0,0
GENE-10095,NO,1,0,0,0,0,0,0
GENE-10096,NO,1,75,77,81,70,90,79
GENE-10097,NO,1,6,2,5,0,2,3
GENE-10098,NO,1,0,0,0,0,0,0
GENE-10099,NO,1,0,0,0,0,0,0
GENE-10100,NO,1,930,597,790,1130,737,725
GENE-10102,NO,1,0,0,0,0,0,0
GENE-10103,NO,1,0,0,0,0,0,0
GENE-10104,NO,1,139,105,112,99,132,136
GENE-10105,NO,1,0,0,0,0,0,0
GENE-10106,NO,1,6,2,4,2,1,4
GENE-10107,NO,1,0,0,0,0,0,0
GENE-10108,NO,1,3,0,1,1,1,2
GENE-10109,NO,1,189,3276,18,2149,1544,232
GENE-10110,NO,1,0,0,0,0,0,0
GENE-10111,NO,1,63,80,106,79,64,54
GENE-10112,NO,1,3,1,0,0,0,0
GENE-10113,NO,1,1,0,0,1,3,1
GENE-10114,NO,1,6,14,15,8,12,13
GENE-10115,NO,1,0,0,0,0,0,0
GENE-10116,NO,1,0,0,0,0,0,0
GENE-10117,NO,1,0,0,0,0,0,0
GENE-10118,NO,1,0,0,0,0,0,0
GENE-10119,NO,1,828,859,755,782,952,1109
GENE-10120,NO,1,388,332,457,341,366,387
GENE-10121,NO,1,0,0,0,0,0,0
GENE-10122,NO,1,0,0,0,0,0,0
GENE-10123,NO,1,0,0,0,0,0,0
GENE-10124,NO,1,0,0,0,0,0,0
GENE-10125,NO,1,0,0,0,0,0,0
GENE-10127,NO,1,34,43,43,36,32,32
GENE-10128,NO,1,0,0,0,0,0,0
GENE-10129,NO,1,0,0,0,0,0,0
GENE-10130,NO,1,0,0,0,0,0,0
GENE-10131,NO,1,0,0,0,0,0,0
GENE-10132,NO,1,16,12,21,10,19,17
GENE-10133,NO,1,0,0,0,0,0,0
GENE-10134,NO,1,706,967,703,494,781,1099
GENE-10135,NO,1,39,71,60,66,57,83
GENE-10136,NO,1,0,0,0,0,0,0
GENE-10137,NO,1,0,0,0,0,0,0
GENE-10138,NO,1,1457,2440,2167,1643,2967,1424
GENE-10139,NO,1,0,0,0,0,0,0
GENE-10140,NO,1,0,0,0,0,0,0
GENE-10141,NO,1,0,1,0,1,0,2
GENE-10142,NO,1,0,0,0,0,0,0
GENE-10143,NO,1,0,0,0,0,0,0
GENE-10144,NO,1,0,0,0,0,0,0
GENE-10145,NO,1,0,0,0,0,0,0
GENE-10146,NO,1,0,0,0,0,0,0
GENE-10147,NO,1,0,0,0,0,0,0
GENE-10148,NO,1,0,0,0,0,0,0
GENE-10149,NO,1,0,0,0,0,0,0
GENE-10150,NO,1,0,0,0,0,0,0
GENE-10151,NO,1,0,0,0,0,0,0
GENE-10152,NO,1,0,0,0,0,0,0
GENE-10153,NO,1,817,622,1004,823,857,824
GENE-10154,NO,1,0,0,0,0,0,0
GENE-10155,NO,1,0,0,0,0,0,0
GENE-10156,NO,1,0,0,0,0,0,0
GENE-10157,NO,1,0,0,0,0,0,0
GENE-10158,NO,1,1404,1303,1438,1177,1778,1419
GENE-10160,NO,1,0,0,0,0,0,0
GENE-10161,YES,1,0,0,0,0,0,0
GENE-10162,NO,1,0,0,0,0,0,0
GENE-10163,NO,1,185,215,202,187,169,168
GENE-10164,NO,1,0,0,0,0,0,0
GENE-10165,NO,1,51,62,67,56,82,78
GENE-10166,NO,1,0,0,0,0,0,0
GENE-10167,NO,1,349,309,302,319,342,343
GENE-10168,NO,1,8,26,15,16,26,14
GENE-10169,NO,1,0,0,0,0,0,0
GENE-10170,NO,1,0,0,0,0,0,0
GENE-10171,NO,1,451,190,333,394,294,278
GENE-10172,NO,1,0,0,0,0,0,0
GENE-10173,NO,1,0,0,1,0,0,0
GENE-10174,NO,1,256,266,208,208,220,292
GENE-10175,NO,1,0,0,0,0,0,0
GENE-10176,NO,1,0,0,0,0,0,0
GENE-10177,NO,1,0,0,0,0,0,0
GENE-10178,NO,1,1,1,0,0,1,1
GENE-10179,NO,1,0,0,0,0,0,0
GENE-10180,NO,1,0,0,0,0,0,0
GENE-10181,NO,1,0,0,0,0,0,0
GENE-10182,NO,1,10,12,12,18,7,11
GENE-10183,NO,1,0,0,0,0,0,0
GENE-10184,NO,1,0,0,0,0,0,0
GENE-10185,NO,1,40,17,46,63,146,76
GENE-10186,NO,1,0,0,0,0,0,0
GENE-10187,NO,1,0,0,0,0,0,0
GENE-10188,NO,1,0,0,0,0,0,0
GENE-10189,NO,1,5,7,9,15,7,7
GENE-10190,NO,1,0,0,0,0,0,0
GENE-10191,NO,1,0,0,0,0,0,0
GENE-10192,NO,1,0,0,0,0,0,0
GENE-10193,NO,1,0,0,0,0,0,0
GENE-10194,NO,1,252,75,105,99,72,145
GENE-10195,NO,1,0,0,0,0,0,0
GENE-10196,NO,1,5,1,1,4,1,2
GENE-10197,NO,1,0,0,0,0,0,0
GENE-10198,NO,1,0,2,0,1,1,0
GENE-10199,NO,1,0,0,0,0,0,0
GENE-10200,NO,1,1063,590,798,1269,785,1056
GENE-10201,NO,1,14,8,12,11,10,9
GENE-10203,YES,1,0,0,0,0,0,0
GENE-10204,NO,1,0,0,0,0,0,0
GENE-10205,NO,1,0,0,0,0,0,0
GENE-10206,NO,1,0,0,0,0,0,0
GENE-10207,NO,1,0,0,0,0,0,0
GENE-10208,NO,1,0,0,0,0,0,0
GENE-10209,NO,1,104,293,65,214,238,196
GENE-10210,NO,1,0,0,0,0,0,0
GENE-10211,NO,1,256,209,176,630,161,344
GENE-10212,NO,1,36,40,48,58,40,52
GENE-10213,NO,1,0,0,0,0,0,0
GENE-10214,NO,1,0,0,0,0,0,0
GENE-10215,NO,1,0,0,1,0,1,2
GENE-10216,NO,1,0,0,0,0,0,0
GENE-10217,NO,1,0,0,0,0,0,0
GENE-10218,NO,1,232,197,206,259,213,139
GENE-10219,NO,1,0,0,0,0,0,0
GENE-10220,NO,1,0,0,0,0,0,0
GENE-10221,NO,1,0,0,0,0,0,0
GENE-10222,NO,1,0,0,0,0,0,0
GENE-10223,NO,1,0,0,0,0,0,0
GENE-10224,NO,1,0,0,0,0,0,0
GENE-10225,NO,1,0,0,0,0,0,0
GENE-10226,NO,1,0,0,0,0,0,0
GENE-10227,NO,1,5,8,2,7,4,10
GENE-10228,NO,1,0,0,0,0,0,0
GENE-10229,NO,1,14,10,9,5,5,7
GENE-10230,NO,1,163,59,140,95,139,67
GENE-10231,NO,1,0,0,0,0,0,0
GENE-10232,NO,1,0,0,0,0,0,0
GENE-10233,NO,1,0,0,0,0,0,0
GENE-10234,NO,1,154,177,215,232,161,179
GENE-10235,NO,1,31,23,25,30,28,29
GENE-10236,YES,1,0,0,0,0,0,0
GENE-10237,NO,1,0,0,0,0,0,0
GENE-10238,NO,1,0,0,0,0,0,0
GENE-10239,NO,1,0,0,0,0,0,0
GENE-10240,NO,1,0,1,1,0,1,1
GENE-10241,NO,1,0,0,0,0,0,0
GENE-10242,NO,1,0,0,0,0,0,0
GENE-10243,NO,1,104,82,82,81,101,67
GENE-10244,NO,1,18,11,25,16,16,13
GENE-10245,YES,1,0,0,0,0,0,0
GENE-10246,NO,1,0,0,0,0,0,0
GENE-10247,NO,1,2,0,1,0,10,4
GENE-10248,NO,1,0,0,0,0,0,0
GENE-10249,NO,1,211,230,177,215,208,229
GENE-10250,NO,1,1759,2144,2125,2124,3520,2684
GENE-10251,NO,1,531,433,503,480,448,586
GENE-10252,NO,1,0,0,0,0,0,0
GENE-10253,NO,1,108,118,114,144,137,142
GENE-10254,NO,1,0,0,0,0,0,0
GENE-10255,NO,1,0,0,0,0,0,0
GENE-10256,NO,1,1,0,1,0,1,2
GENE-10257,NO,1,0,0,0,0,0,0
GENE-10258,NO,1,0,0,0,0,0,0
GENE-10259,NO,1,0,0,0,0,0,0
GENE-10260,NO,1,0,0,0,0,0,0
GENE-10261,NO,1,279,297,307,269,351,283
GENE-10262,NO,1,11,6,11,10,4,5
GENE-10263,NO,1,0,0,0,0,0,0
GENE-10264,NO,1,1,1,3,1,0,3
GENE-10265,NO,1,24,42,24,33,30,47
GENE-10266,NO,1,0,0,0,0,0,0
GENE-10267,NO,1,0,0,0,0,0,0
GENE-10268,NO,1,0,0,0,0,0,0
GENE-10269,NO,1,73,75,74,75,73,68
GENE-10270,NO,1,3,6,9,3,4,4
GENE-10271,NO,1,0,0,0,0,0,0
GENE-10273,NO,1,118,147,84,90,157,71
GENE-10274,NO,1,92,166,165,112,78,97
GENE-10275,NO,1,0,0,0,0,0,0
GENE-10276,NO,1,0,0,0,0,0,0
GENE-10277,NO,1,0,0,0,0,0,0
GENE-10278,NO,1,0,0,0,0,0,0
GENE-10279,NO,1,0,0,0,0,0,0
GENE-10280,NO,1,0,0,0,0,0,0
GENE-10281,NO,1,0,0,0,0,0,0
GENE-10282,NO,1,0,0,0,0,0,0
GENE-10283,NO,1,0,0,0,0,0,0
GENE-10284,NO,1,0,0,0,0,0,0
GENE-10285,NO,1,0,0,0,0,0,0
GENE-10286,YES,1,0,0,0,0,0,0
GENE-10287,NO,1,0,0,0,0,0,0
GENE-10288,YES,1,0,0,0,0,0,0
GENE-10289,NO,1,440,500,141,300,220,318
GENE-10290,NO,1,0,0,0,0,0,0
GENE-10291,NO,1,6,3,8,15,7,4
GENE-10292,NO,1,0,0,0,0,0,0
GENE-10293,NO,1,0,0,0,0,0,0
GENE-10294,NO,1,15,6,10,7,6,6
GENE-10295,NO,1,0,0,0,0,0,0
GENE-10296,NO,1,0,0,0,0,0,0
GENE-10297,NO,1,0,0,0,0,0,0
GENE-10298,NO,1,0,0,0,0,0,0
GENE-10299,NO,1,0,0,0,0,0,0
GENE-10300,NO,1,141,92,130,100,94,140
GENE-10301,NO,1,4,8,10,1,4,7
GENE-10302,NO,1,0,0,0,0,0,0
GENE-10303,NO,1,0,0,0,0,0,0
GENE-10304,NO,1,53,86,55,60,69,67
GENE-10305,NO,1,100,122,98,90,89,92
GENE-10306,NO,1,0,0,0,0,0,0
GENE-10307,NO,1,0,0,0,0,0,0
GENE-10308,NO,1,189,162,226,164,232,210
GENE-10309,NO,1,4,2,6,7,4,8
GENE-10310,NO,1,0,0,0,0,0,0
GENE-10311,NO,1,0,0,0,0,0,0
GENE-10312,NO,1,0,0,0,0,0,0
GENE-10313,NO,1,0,0,0,0,0,0
GENE-10314,NO,1,0,0,0,0,1,0
GENE-10315,YES,1,0,0,0,0,0,0
GENE-10316,NO,1,0,0,0,0,0,0
GENE-10317,NO,1,1030,1290,1089,988,1088,1111
GENE-10318,NO,1,2,0,0,0,0,0
GENE-10319,NO,1,0,0,0,0,0,0
GENE-10320,NO,1,0,0,0,0,0,0
GENE-10321,NO,1,67,78,81,62,56,77
GENE-10322,NO,1,0,0,0,0,0,0
GENE-10323,NO,1,0,0,0,0,0,0
GENE-10324,NO,1,41,53,62,34,31,41
GENE-10325,NO,1,0,0,0,0,0,0
GENE-10326,NO,1,0,0,0,0,0,0
GENE-10327,YES,1,0,0,0,0,0,0
GENE-10328,NO,1,405,375,416,401,434,381
GENE-10329,NO,1,0,0,0,0,0,0
GENE-10330,NO,1,0,0,0,0,0,0
GENE-10331,NO,1,0,0,0,0,0,0
GENE-10332,NO,1,5,6,3,4,6,3
GENE-10333,NO,1,0,0,0,0,0,0
GENE-10334,NO,1,1011,1135,742,905,826,889
GENE-10335,NO,1,0,0,0,0,0,0
GENE-10336,NO,1,0,0,0,0,0,0
GENE-10337,NO,1,19,20,18,20,23,15
GENE-10338,NO,1,0,0,0,0,0,0
GENE-10339,NO,1,0,0,0,0,0,0
GENE-10340,NO,1,0,0,0,0,0,0
GENE-10341,NO,1,6151,5135,5124,6530,5828,6573
GENE-10342,NO,1,0,0,0,0,0,0
GENE-10343,NO,1,63,75,49,78,51,59
GENE-10344,NO,1,6,8,9,9,15,11
GENE-10345,NO,1,0,1,0,0,0,0
GENE-10346,NO,1,0,0,0,0,0,0
GENE-10347,NO,1,0,0,0,0,0,0
GENE-10348,NO,1,84,95,84,66,66,115
GENE-10349,NO,1,0,0,0,0,0,0
GENE-10350,NO,1,0,0,0,0,0,0
GENE-10351,NO,1,0,0,0,0,0,0
GENE-10352,NO,1,0,0,0,0,0,0
GENE-10353,NO,1,821,1155,581,600,801,487
GENE-10354,NO,1,0,0,0,0,0,0
GENE-10355,NO,1,0,0,0,0,0,0
GENE-10356,YES,1,0,0,0,0,0,0
GENE-10357,NO,1,0,0,0,0,0,0
GENE-10358,NO,1,0,0,0,0,0,0
GENE-10359,NO,1,0,0,0,0,0,0
GENE-10360,NO,1,1,1,3,1,1,1
GENE-10361,NO,1,0,0,0,0,0,0
GENE-10362,NO,1,142,159,145,133,114,160
GENE-10363,NO,1,0,0,0,0,0,0
GENE-10364,NO,1,0,0,0,0,0,0
GENE-10365,NO,1,0,0,0,0,0,0
GENE-10366,NO,1,0,0,0,0,0,0
GENE-10367,NO,1,0,0,0,0,0,0
GENE-10368,NO,1,5,9,2,4,6,1
GENE-10369,NO,1,227,191,263,203,231,239
GENE-10370,NO,1,168,185,248,285,218,188
GENE-10371,NO,1,0,0,0,0,0,0
GENE-10372,NO,1,0,0,0,0,0,0
GENE-10373,NO,1,1,1,5,1,2,6
GENE-10374,NO,1,0,0,0,0,0,0
GENE-10375,NO,1,38,44,52,41,36,32
GENE-10376,NO,1,0,0,0,0,0,0
GENE-10377,NO,1,151,344,595,423,334,201
GENE-10378,NO,1,1,4,1,2,1,0
GENE-10379,NO,1,2990,2648,2740,2668,2732,2427
GENE-10380,NO,1,0,0,0,0,0,0
GENE-10381,NO,1,0,0,0,0,0,0
GENE-10382,NO,1,63,68,63,47,88,41
GENE-10383,NO,1,0,0,0,0,0,0
GENE-10384,NO,1,0,0,0,0,0,0
GENE-10385,NO,1,0,0,0,0,0,0
GENE-10386,NO,1,0,0,0,0,0,0
GENE-10387,NO,1,8,4,9,9,11,2
GENE-10388,NO,1,26,26,28,23,27,35
GENE-10389,NO,1,0,0,0,0,0,0
GENE-10390,NO,1,0,0,0,0,0,0
GENE-10391,NO,1,0,0,0,0,0,0
GENE-10392,NO,1,0,0,0,0,0,0
GENE-10393,NO,1,12,23,23,33,24,19
GENE-10394,NO,1,0,0,0,0,0,0
GENE-10395,NO,1,0,0,0,0,0,0
GENE-10396,NO,1,1,1,3,1,4,0
GENE-10397,NO,1,84,60,66,68,69,64
GENE-10398,YES,1,0,0,0,0,0,0
GENE-10399,NO,1,212,202,203,187,168,148
GENE-10400,NO,1,0,0,0,2,0,1
GENE-10401,NO,1,0,0,0,0,0,0
GENE-10402,NO,1,372,317,326,423,381,302
GENE-10403,NO,1,82,54,56,31,54,60
GENE-10404,NO,1,0,0,0,0,0,0
GENE-10405,NO,1,0,0,0,0,0,0
GENE-10406,NO,1,1,1,1,0,0,0
GENE-10407,NO,1,1,0,0,1,0,0
GENE-10408,NO,1,0,0,0,0,0,0
GENE-10409,NO,1,4,4,6,6,7,6
GENE-10410,NO,1,0,0,0,0,0,0
GENE-10411,NO,1,2111,1919,1812,2017,2035,2409
GENE-10412,NO,1,0,0,0,0,0,0
GENE-10413,NO,1,0,4,0,1,2,1
GENE-10414,NO,1,151,153,135,169,135,150
GENE-10415,NO,1,0,0,0,0,0,0
GENE-10416,NO,1,0,0,0,0,0,0
GENE-10417,NO,1,0,0,0,0,0,0
GENE-10418,NO,1,0,0,0,0,0,0
GENE-10419,NO,1,0,0,0,0,0,0
GENE-10420,NO,1,0,0,0,0,0,0
GENE-10421,NO,1,540,436,493,441,422,562
GENE-10422,NO,1,0,0,0,0,0,0
GENE-10423,NO,1,39,53,54,24,59,44
GENE-10424,NO,1,0,0,0,0,0,0
GENE-10425,NO,1,0,0,0,0,0,0
GENE-10426,NO,1,0,0,0,0,0,0
GENE-10427,NO,1,0,0,0,0,0,0
GENE-10428,NO,1,0,0,0,1,0,0
GENE-10429,NO,1,0,0,0,0,0,0
GENE-10430,NO,1,0,0,0,0,1,0
GENE-10431,NO,1,10,23,13,19,11,14
GENE-10432,NO,1,0,0,0,0,0,0
GENE-10433,NO,1,0,0,0,0,0,0
GENE-10434,NO,1,0,0,0,0,0,0
GENE-10435,NO,1,0,0,0,0,0,0
GENE-10436,NO,1,0,0,0,0,0,0
GENE-10437,NO,1,205,154,169,150,222,176
GENE-10438,NO,1,0,0,0,0,0,0
GENE-10440,YES,1,0,0,0,0,0,0
GENE-10441,NO,1,0,2,1,18,1,1
GENE-10442,NO,1,0,0,0,0,0,0
GENE-10443,NO,1,0,0,0,0,0,0
GENE-10444,NO,1,0,0,0,0,0,0
GENE-10445,YES,1,0,0,0,0,1,0
GENE-10446,NO,1,0,0,0,0,0,0
GENE-10447,NO,1,0,0,0,0,0,0
GENE-10448,NO,1,142,149,185,122,183,166
GENE-10449,NO,1,0,0,0,0,0,0
GENE-10450,NO,1,0,0,0,0,0,0
GENE-10451,YES,1,0,0,0,0,0,0
GENE-10452,NO,1,0,0,0,0,0,0
GENE-10453,NO,1,688,542,482,754,939,675
GENE-10454,NO,1,273,123,122,278,170,400
GENE-10455,NO,1,0,0,0,0,0,0
GENE-10456,NO,1,0,0,0,0,0,0
GENE-10457,NO,1,3,6,3,0,41,32
GENE-10458,NO,1,34,52,50,65,54,54
GENE-10459,NO,1,0,0,0,0,0,0
GENE-10460,NO,1,0,0,0,0,0,0
GENE-10461,NO,1,0,0,0,0,0,0
GENE-10462,NO,1,4,2,10,4,7,1
GENE-10463,NO,1,0,0,0,0,0,0
GENE-10464,NO,1,0,0,0,0,0,0
GENE-10465,NO,1,0,0,0,0,0,0
GENE-10466,NO,1,31,23,24,14,26,12
GENE-10467,NO,1,0,0,0,0,0,0
GENE-10468,NO,1,0,0,3673,61,0,0
GENE-10469,NO,1,0,0,0,0,0,0
GENE-10470,NO,1,0,0,0,0,0,0
GENE-10471,NO,1,0,0,0,0,0,0
GENE-10472,NO,1,0,0,0,0,0,0
GENE-10473,NO,1,0,0,0,0,0,0
GENE-10474,NO,1,3894,3112,5148,3454,3341,5821
GENE-10475,NO,1,46,59,56,36,42,42
GENE-10476,NO,1,0,0,0,0,0,0
GENE-10477,NO,1,6,7,4,5,1,5
GENE-10478,NO,1,0,0,0,0,0,0
GENE-10479,NO,1,0,0,0,0,0,0
GENE-10480,NO,1,0,0,0,0,0,0
GENE-10481,NO,1,0,0,0,0,0,0
GENE-10482,NO,1,0,0,0,0,0,0
GENE-10483,NO,1,0,0,0,0,0,0
GENE-10484,NO,1,0,0,0,0,0,0
GENE-10485,NO,1,0,0,0,0,0,0
GENE-10486,NO,1,0,0,0,0,0,0
GENE-10487,NO,1,0,2,0,0,0,1
GENE-10488,NO,1,0,0,0,0,0,0
GENE-10489,NO,1,5,11,5,5,14,15
GENE-10490,NO,1,0,0,0,0,0,0
GENE-10491,NO,1,0,2,1,1,1,0
GENE-10492,NO,1,0,0,0,0,0,0
GENE-10493,NO,1,0,0,0,0,0,0
GENE-10494,NO,1,0,0,0,0,0,0
GENE-10495,NO,1,0,0,0,0,0,0
GENE-10496,NO,1,0,0,0,0,0,0
GENE-10497,NO,1,0,0,0,0,0,0
GENE-10498,NO,1,0,0,0,0,0,0
GENE-10499,NO,1,0,0,0,0,0,0
GENE-10500,NO,1,1,1,0,0,0,1
GENE-10501,NO,1,0,0,0,0,0,0
GENE-10502,NO,1,0,1,1,0,3,2
GENE-10503,NO,1,0,0,0,0,0,0
GENE-10504,NO,1,0,0,0,0,0,0
GENE-10505,NO,1,0,0,0,0,0,0
GENE-10506,NO,1,0,0,0,0,0,0
GENE-10507,NO,1,1,0,0,0,0,0
GENE-10508,NO,1,0,0,0,0,0,0
GENE-10509,NO,1,23,32,15,33,41,43
GENE-10510,NO,1,0,0,0,0,0,0
GENE-10511,NO,1,0,1,0,0,1,1
GENE-10512,NO,1,0,0,0,0,0,0
GENE-10513,NO,1,0,0,0,0,0,0
GENE-10514,NO,1,162,161,152,179,209,175
GENE-10515,YES,1,0,0,0,0,0,0
GENE-10516,NO,1,0,0,0,0,0,0
GENE-10517,NO,1,121,127,156,111,98,160
GENE-10518,NO,1,0,0,0,0,0,0
GENE-10519,NO,1,0,0,0,0,0,0
GENE-10520,NO,1,0,0,0,0,0,0
GENE-10521,NO,1,659,683,725,690,752,660
GENE-10522,NO,1,0,0,0,0,0,0
GENE-10523,NO,1,104,79,111,129,111,99
GENE-10524,NO,1,1891,1976,1419,1510,1517,1807
GENE-10525,NO,1,208,126,199,363,188,100
GENE-10526,YES,1,0,0,0,0,0,0
GENE-10527,NO,1,0,0,0,0,0,0
GENE-10528,NO,1,333,395,356,246,383,480
GENE-10529,NO,1,0,4,2,0,3,0
GENE-10530,NO,1,0,0,0,0,0,0
GENE-10531,NO,1,0,0,0,0,0,0
GENE-10532,NO,1,0,0,0,0,0,0
GENE-10533,NO,1,0,0,0,0,0,0
GENE-10534,NO,1,35,23,17,35,31,29
GENE-10535,NO,1,0,0,0,0,0,0
GENE-10536,NO,1,417,523,513,1025,451,1058
GENE-10537,NO,1,1770,1550,3882,564,366,2722
GENE-10538,NO,1,0,0,0,0,0,0
GENE-10539,NO,1,0,0,0,0,0,0
GENE-10540,NO,1,864,658,797,645,852,830
GENE-10542,NO,1,0,0,0,0,0,0
GENE-10543,NO,1,0,0,0,0,0,0
GENE-10544,NO,1,0,0,0,0,0,0
GENE-10545,NO,1,0,0,0,0,0,0
GENE-10546,NO,1,67,86,35,53,42,26
GENE-10547,NO,1,1,0,0,0,0,0
GENE-10548,NO,1,2255,1641,1775,2806,2412,2783
GENE-10549,NO,1,0,0,0,0,0,0
GENE-10550,NO,1,0,0,0,0,0,0
GENE-10551,NO,1,0,0,0,0,0,0
GENE-10552,NO,1,0,0,0,0,0,0
GENE-10553,NO,1,0,0,0,0,0,0
GENE-10554,NO,1,0,0,0,0,0,0
GENE-10555,NO,1,0,0,0,0,0,0
GENE-10556,NO,1,176,193,219,223,183,172
GENE-10557,NO,1,10,1,11,6,4,8
GENE-10558,NO,1,25,14,47,32,33,24
GENE-10559,NO,1,0,0,0,0,0,0
GENE-10560,NO,1,0,0,0,0,0,0
GENE-10561,NO,1,166,220,194,130,201,134
GENE-10562,NO,1,0,0,0,0,0,0
GENE-10563,NO,1,0,0,0,0,0,0
GENE-10564,NO,1,0,0,0,0,0,0
GENE-10565,NO,1,0,0,0,0,0,0
GENE-10566,NO,1,1635,1743,2011,2077,1928,1873
GENE-10567,NO,1,0,0,0,0,0,0
GENE-10568,YES,1,0,0,0,0,0,0
GENE-10569,NO,1,0,0,0,0,0,0
GENE-10570,NO,1,64,69,62,64,73,66
GENE-10571,NO,1,218,292,293,415,190,299
GENE-10572,YES,1,0,1,0,12,8,6
GENE-10573,NO,1,543,814,747,784,656,1219
GENE-10574,NO,1,0,0,0,0,0,0
GENE-10575,NO,1,117,160,103,122,97,95
GENE-10576,NO,1,0,0,0,0,0,0
GENE-10577,NO,1,0,0,0,0,0,0
GENE-10578,NO,1,0,0,0,0,0,0
GENE-10579,NO,1,0,0,0,0,0,0
GENE-10580,NO,1,14054,14131,12903,15829,15723,14614
GENE-10581,NO,1,0,0,0,0,0,0
GENE-10582,NO,1,61,57,64,60,72,72
GENE-10583,NO,1,0,0,0,0,0,0
GENE-10584,NO,1,2,1,4,7,2,2
GENE-10585,NO,1,0,0,0,0,0,0
GENE-10586,NO,1,0,0,0,0,0,0
GENE-10587,NO,1,19,17,21,17,16,22
GENE-10588,NO,1,0,0,0,0,0,0
GENE-10589,NO,1,0,0,0,0,0,0
GENE-10590,NO,1,0,0,0,0,0,0
GENE-10591,NO,1,0,0,0,0,0,0
GENE-10592,NO,1,30,21,33,56,55,15
GENE-10593,NO,1,0,0,0,0,0,0
GENE-10594,NO,1,0,0,0,0,0,0
GENE-10595,NO,1,0,0,0,1,0,1
GENE-10596,NO,1,0,0,0,0,0,0
GENE-10597,NO,1,0,0,0,0,0,0
GENE-10598,NO,1,0,0,0,0,0,0
GENE-10599,NO,1,0,0,0,2,0,0
GENE-10600,NO,1,0,0,0,0,0,0
GENE-10601,NO,1,0,0,0,0,0,0
GENE-10602,NO,1,0,0,0,0,0,0
GENE-10603,YES,1,0,0,0,0,0,0
GENE-10604,NO,1,0,0,0,0,0,0
GENE-10605,NO,1,0,0,0,0,0,0
GENE-10606,NO,1,31,30,29,38,33,33
GENE-10607,NO,1,0,0,0,0,0,0
GENE-10608,NO,1,6,6,13,4,11,4
GENE-10609,NO,1,41,26,29,24,20,47
GENE-10610,NO,1,0,0,0,0,0,0
GENE-10611,NO,1,242,236,237,225,217,188
GENE-10612,NO,1,0,0,0,0,0,0
GENE-10614,NO,1,0,0,0,0,0,0
GENE-10615,NO,1,64,73,57,52,75,57
GENE-10616,NO,1,360,229,295,380,483,362
GENE-10617,NO,1,64,78,50,44,71,60
GENE-10619,NO,1,0,0,0,0,0,0
GENE-10620,NO,1,0,0,0,0,0,0
GENE-10621,NO,1,0,0,0,0,0,0
GENE-10622,NO,1,0,0,0,0,0,0
GENE-10623,NO,1,0,0,0,1,2,0
GENE-10624,NO,1,0,0,0,0,0,0
GENE-10625,NO,1,107,115,158,132,123,92
GENE-10626,NO,1,0,0,0,0,0,0
GENE-10627,NO,1,5,3,6,4,13,7
GENE-10628,NO,1,27,25,18,32,23,24
GENE-10629,NO,1,0,0,0,0,0,0
GENE-10630,NO,1,0,0,0,0,0,0
GENE-10631,NO,1,0,0,0,0,0,0
GENE-10632,NO,1,0,0,0,0,0,0
GENE-10633,NO,1,31,31,18,21,32,26
GENE-10634,NO,1,237,150,153,146,125,221
GENE-10635,NO,1,3,1,2,2,2,1
GENE-10636,NO,1,0,0,0,0,0,0
